model,model_name,sku,status,brand,category,article_number,article_name,ean,qty,price,size,color,name_en,short_desc_en,full_description_en,image
B2B-BHBSW,B2B Basics Hooded band sweater Timmy,B2B-BHBSWNA06,1,Back To Basics,,B2B-BHBSWNA06,B2B Basics Hooded band sweater Timmy,"6,10E+12",1,"3,7",3XL,navy,Basic hooded band sweater Timmy navy 3XL,Basic hooded band sweater Timmy navy 3XL,"Deze comfortabele hoody combineert warmte en stijl in één. De binnenzijde is gevoerd met zachte, geborstelde fleece voor extra draagcomfort en een aangenaam warm gevoel. Dankzij de ribboorden sluit de pasvorm perfect aan. Geschikt voor dagelijks gebruik, maar ook ideaal als relatiegeschenk of als werkkleding. <br/>- Voorzien van dubbel gestikte naden, stevige nektape en wasbaar op 40°C. <br/>- Geborstelde fleece aan de binnenkant, set-in mouwen, brede ribgebreide boorden en een comfortabele capuchon met trekkoorden. <br/>- Gemaakt van duurzaam 260 grams materiaal: 50% katoen en 50% polyester. <br/>- Geleverd met hangtag en polybags inclusief barcode. <br/>- Toepasbaar als promotie-, werk- en casual vrijetijdskleding. <br/>- Beschikbaar in de maten XS t/m 7XL. <br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BHBSW_NAVY_FRONT.JPG
B2B-BHBSW,B2B Basics Hooded band sweater Timmy,B2B-BHBSWNA07,1,Back To Basics,,B2B-BHBSWNA07,B2B Basics Hooded band sweater Timmy,"6,10E+12",1,"3,8",4XL,navy,Basic hooded band sweater Timmy navy 4XL,Basic hooded band sweater Timmy navy 4XL,"Deze comfortabele hoody combineert warmte en stijl in één. De binnenzijde is gevoerd met zachte, geborstelde fleece voor extra draagcomfort en een aangenaam warm gevoel. Dankzij de ribboorden sluit de pasvorm perfect aan. Geschikt voor dagelijks gebruik, maar ook ideaal als relatiegeschenk of als werkkleding. <br/>- Voorzien van dubbel gestikte naden, stevige nektape en wasbaar op 40°C. <br/>- Geborstelde fleece aan de binnenkant, set-in mouwen, brede ribgebreide boorden en een comfortabele capuchon met trekkoorden. <br/>- Gemaakt van duurzaam 260 grams materiaal: 50% katoen en 50% polyester. <br/>- Geleverd met hangtag en polybags inclusief barcode. <br/>- Toepasbaar als promotie-, werk- en casual vrijetijdskleding. <br/>- Beschikbaar in de maten XS t/m 7XL. <br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BHBSW_NAVY_FRONT.JPG
B2B-BHBSW,B2B Basics Hooded band sweater Timmy,B2B-BHBSWNA08,1,Back To Basics,,B2B-BHBSWNA08,B2B Basics Hooded band sweater Timmy,"6,10E+12",1,"3,9",5XL,navy,Basic hooded band sweater Timmy navy 5XL,Basic hooded band sweater Timmy navy 5XL,"Deze comfortabele hoody combineert warmte en stijl in één. De binnenzijde is gevoerd met zachte, geborstelde fleece voor extra draagcomfort en een aangenaam warm gevoel. Dankzij de ribboorden sluit de pasvorm perfect aan. Geschikt voor dagelijks gebruik, maar ook ideaal als relatiegeschenk of als werkkleding. <br/>- Voorzien van dubbel gestikte naden, stevige nektape en wasbaar op 40°C. <br/>- Geborstelde fleece aan de binnenkant, set-in mouwen, brede ribgebreide boorden en een comfortabele capuchon met trekkoorden. <br/>- Gemaakt van duurzaam 260 grams materiaal: 50% katoen en 50% polyester. <br/>- Geleverd met hangtag en polybags inclusief barcode. <br/>- Toepasbaar als promotie-, werk- en casual vrijetijdskleding. <br/>- Beschikbaar in de maten XS t/m 7XL. <br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BHBSW_NAVY_FRONT.JPG
B2B-BHBSW,B2B Basics Hooded band sweater Timmy,B2B-BHBSWNA09,1,Back To Basics,,B2B-BHBSWNA09,B2B Basics Hooded band sweater Timmy,"6,10E+12",1,4,6XL,navy,Basic hooded band sweater Timmy navy 6XL,Basic hooded band sweater Timmy navy 6XL,"Deze comfortabele hoody combineert warmte en stijl in één. De binnenzijde is gevoerd met zachte, geborstelde fleece voor extra draagcomfort en een aangenaam warm gevoel. Dankzij de ribboorden sluit de pasvorm perfect aan. Geschikt voor dagelijks gebruik, maar ook ideaal als relatiegeschenk of als werkkleding. <br/>- Voorzien van dubbel gestikte naden, stevige nektape en wasbaar op 40°C. <br/>- Geborstelde fleece aan de binnenkant, set-in mouwen, brede ribgebreide boorden en een comfortabele capuchon met trekkoorden. <br/>- Gemaakt van duurzaam 260 grams materiaal: 50% katoen en 50% polyester. <br/>- Geleverd met hangtag en polybags inclusief barcode. <br/>- Toepasbaar als promotie-, werk- en casual vrijetijdskleding. <br/>- Beschikbaar in de maten XS t/m 7XL. <br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BHBSW_NAVY_FRONT.JPG
B2B-BHBSW,B2B Basics Hooded band sweater Timmy,B2B-BHBSWNA10,1,Back To Basics,,B2B-BHBSWNA10,B2B Basics Hooded band sweater Timmy,"6,10E+12",1,"4,1",7XL,navy,Basic hooded band sweater Timmy navy 7XL,Basic hooded band sweater Timmy navy 7XL,"Deze comfortabele hoody combineert warmte en stijl in één. De binnenzijde is gevoerd met zachte, geborstelde fleece voor extra draagcomfort en een aangenaam warm gevoel. Dankzij de ribboorden sluit de pasvorm perfect aan. Geschikt voor dagelijks gebruik, maar ook ideaal als relatiegeschenk of als werkkleding. <br/>- Voorzien van dubbel gestikte naden, stevige nektape en wasbaar op 40°C. <br/>- Geborstelde fleece aan de binnenkant, set-in mouwen, brede ribgebreide boorden en een comfortabele capuchon met trekkoorden. <br/>- Gemaakt van duurzaam 260 grams materiaal: 50% katoen en 50% polyester. <br/>- Geleverd met hangtag en polybags inclusief barcode. <br/>- Toepasbaar als promotie-, werk- en casual vrijetijdskleding. <br/>- Beschikbaar in de maten XS t/m 7XL. <br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BHBSW_NAVY_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL00,1,Back To Basics,,B2B-BPS170BL00,B2B Basic Poloshirt Tony,"6,10E+12",1,"4,2",XS,black,Basic poloshirt Tony black XS,Basic poloshirt Tony black XS,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL01,1,Back To Basics,,B2B-BPS170BL01,B2B Basic Poloshirt Tony,"6,10E+12",1,"4,3",S,black,Basic poloshirt Tony black S,Basic poloshirt Tony black S,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL02,1,Back To Basics,,B2B-BPS170BL02,B2B Basic Poloshirt Tony,"6,10E+12",1,"4,4",M,black,Basic poloshirt Tony black M,Basic poloshirt Tony black M,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL03,1,Back To Basics,,B2B-BPS170BL03,B2B Basic Poloshirt Tony,"6,10E+12",1,"4,5",L,black,Basic poloshirt Tony black L,Basic poloshirt Tony black L,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL04,1,Back To Basics,,B2B-BPS170BL04,B2B Basic Poloshirt Tony,"6,10E+12",1,"4,6",XL,black,Basic poloshirt Tony black XL,Basic poloshirt Tony black XL,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL05,1,Back To Basics,,B2B-BPS170BL05,B2B Basic Poloshirt Tony,"6,10E+12",1,"4,7",XXL,black,Basic poloshirt Tony black XXL,Basic poloshirt Tony black XXL,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL06,1,Back To Basics,,B2B-BPS170BL06,B2B Basic Poloshirt Tony,"6,10E+12",1,"4,8",3XL,black,Basic poloshirt Tony black 3XL,Basic poloshirt Tony black 3XL,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL07,1,Back To Basics,,B2B-BPS170BL07,B2B Basic Poloshirt Tony,"6,10E+12",1,"4,9",4XL,black,Basic poloshirt Tony black 4XL,Basic poloshirt Tony black 4XL,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL08,1,Back To Basics,,B2B-BPS170BL08,B2B Basic Poloshirt Tony,"6,10E+12",1,5,5XL,black,Basic poloshirt Tony black 5XL,Basic poloshirt Tony black 5XL,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL09,1,Back To Basics,,B2B-BPS170BL09,B2B Basic Poloshirt Tony,"6,10E+12",1,"5,1",6XL,black,Basic poloshirt Tony black 6XL,Basic poloshirt Tony black 6XL,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170BL10,1,Back To Basics,,B2B-BPS170BL10,B2B Basic Poloshirt Tony,"6,10E+12",1,"5,2",7XL,black,Basic poloshirt Tony black 7XL,Basic poloshirt Tony black 7XL,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170NA00,1,Back To Basics,,B2B-BPS170NA00,B2B Basic Poloshirt Tony,"6,10E+12",1,"5,3",XS,navy,Basic poloshirt Tony navy XS,Basic poloshirt Tony navy XS,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_NAVY_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170NA01,1,Back To Basics,,B2B-BPS170NA01,B2B Basic Poloshirt Tony,"6,10E+12",1,"5,4",S,navy,Basic poloshirt Tony navy S,Basic poloshirt Tony navy S,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_NAVY_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170NA02,1,Back To Basics,,B2B-BPS170NA02,B2B Basic Poloshirt Tony,"6,10E+12",1,"5,5",M,navy,Basic poloshirt Tony navy M,Basic poloshirt Tony navy M,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_NAVY_FRONT.JPG
B2B-BPS170,B2B Basic Poloshirt Tony,B2B-BPS170NA03,1,Back To Basics,,B2B-BPS170NA03,B2B Basic Poloshirt Tony,"6,10E+12",1,"5,6",L,navy,Basic poloshirt Tony navy L,Basic poloshirt Tony navy L,"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.",https://tghimages.nl/B2B_BPS170_NAVY_FRONT.JPG
