model;model_name;sku;status;brand;category;article_number;article_name;material;ean;safety_standard;qty;buying_price;price;size;color;name_en;short_desc_en;full_description_en;image;model_image
W-201-B2B-BPS170;"B2B Basic Poloshirt Tony";B2B-BPS170NA09;1;"Back To Basics";"test category";B2B-BPS170NA09;"B2B Basic Poloshirt Tony navy 6XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;6.00;6XL;navy;"Basic poloshirt Tony navy 6XL";"Basic poloshirt Tony navy 6XL";"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BPS170_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
W-201-B2B-BPS170;"B2B Basic Poloshirt Tony";B2B-BPS170NA10;1;"Back To Basics";"test category";B2B-BPS170NA10;"B2B Basic Poloshirt Tony navy 7XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;6.00;7XL;navy;"Basic poloshirt Tony navy 7XL";"Basic poloshirt Tony navy 7XL";"Dit poloshirt is gemaakt van 50% katoen en 50% polyester voor optimaal comfort en behoud van kleur. Perfect als instapmodel zonder halve maan of zijsplitten.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Set-in mouwen, zijnaden, ribkraag.<br/>- 3-Knoops kraag, ton-sur-ton knopen.<br/>- Mouwen zonder boord. <br/>- 170-Grams poloshirt, vervaardigd uit 50% voorgekrompen katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promo-, werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BPS170_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BPS170_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL00;1;"Back To Basics";"test category";B2B-BRNSWBL00;"B2B Basic Round neck sweater Tommy black XS";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;6.00;XS;black;"Basic round neck sweater Tommy black XS";"Basic round neck sweater Tommy black XS";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL01;1;"Back To Basics";"test category";B2B-BRNSWBL01;"B2B Basic Round neck sweater Tommy black S";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;6.00;S;black;"Basic round neck sweater Tommy black S";"Basic round neck sweater Tommy black S";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL02;1;"Back To Basics";"test category";B2B-BRNSWBL02;"B2B Basic Round neck sweater Tommy black M";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;6.00;M;black;"Basic round neck sweater Tommy black M";"Basic round neck sweater Tommy black M";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL03;1;"Back To Basics";"test category";B2B-BRNSWBL03;"B2B Basic Round neck sweater Tommy black L";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;6.00;L;black;"Basic round neck sweater Tommy black L";"Basic round neck sweater Tommy black L";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL04;1;"Back To Basics";"test category";B2B-BRNSWBL04;"B2B Basic Round neck sweater Tommy black XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;6.00;XL;black;"Basic round neck sweater Tommy black XL";"Basic round neck sweater Tommy black XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL05;1;"Back To Basics";"test category";B2B-BRNSWBL05;"B2B Basic Round neck sweater Tommy black XXL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;6.00;XXL;black;"Basic round neck sweater Tommy black XXL";"Basic round neck sweater Tommy black XXL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL06;1;"Back To Basics";"test category";B2B-BRNSWBL06;"B2B Basic Round neck sweater Tommy black 3XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;7.00;3XL;black;"Basic round neck sweater Tommy black 3XL";"Basic round neck sweater Tommy black 3XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL07;1;"Back To Basics";"test category";B2B-BRNSWBL07;"B2B Basic Round neck sweater Tommy black 4XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;7.00;4XL;black;"Basic round neck sweater Tommy black 4XL";"Basic round neck sweater Tommy black 4XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL08;1;"Back To Basics";"test category";B2B-BRNSWBL08;"B2B Basic Round neck sweater Tommy black 5XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;7.00;5XL;black;"Basic round neck sweater Tommy black 5XL";"Basic round neck sweater Tommy black 5XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL09;1;"Back To Basics";"test category";B2B-BRNSWBL09;"B2B Basic Round neck sweater Tommy black 6XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;7.00;6XL;black;"Basic round neck sweater Tommy black 6XL";"Basic round neck sweater Tommy black 6XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWBL10;1;"Back To Basics";"test category";B2B-BRNSWBL10;"B2B Basic Round neck sweater Tommy black 7XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;7.00;7XL;black;"Basic round neck sweater Tommy black 7XL";"Basic round neck sweater Tommy black 7XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA00;1;"Back To Basics";"test category";B2B-BRNSWNA00;"B2B Basic Round neck sweater Tommy navy XS";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;7.00;XS;navy;"Basic round neck sweater Tommy navy XS";"Basic round neck sweater Tommy navy XS";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA01;1;"Back To Basics";"test category";B2B-BRNSWNA01;"B2B Basic Round neck sweater Tommy navy S";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;4.00;7.00;S;navy;"Basic round neck sweater Tommy navy S";"Basic round neck sweater Tommy navy S";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA02;1;"Back To Basics";"test category";B2B-BRNSWNA02;"B2B Basic Round neck sweater Tommy navy M";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;5.00;7.00;M;navy;"Basic round neck sweater Tommy navy M";"Basic round neck sweater Tommy navy M";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA03;1;"Back To Basics";"test category";B2B-BRNSWNA03;"B2B Basic Round neck sweater Tommy navy L";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;5.00;7.00;L;navy;"Basic round neck sweater Tommy navy L";"Basic round neck sweater Tommy navy L";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA04;1;"Back To Basics";"test category";B2B-BRNSWNA04;"B2B Basic Round neck sweater Tommy navy XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;5.00;7.00;XL;navy;"Basic round neck sweater Tommy navy XL";"Basic round neck sweater Tommy navy XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA05;1;"Back To Basics";"test category";B2B-BRNSWNA05;"B2B Basic Round neck sweater Tommy navy XXL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;5.00;8.00;XXL;navy;"Basic round neck sweater Tommy navy XXL";"Basic round neck sweater Tommy navy XXL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA06;1;"Back To Basics";"test category";B2B-BRNSWNA06;"B2B Basic Round neck sweater Tommy navy 3XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;5.00;8.00;3XL;navy;"Basic round neck sweater Tommy navy 3XL";"Basic round neck sweater Tommy navy 3XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
W-201-B2B-BRNSW;"B2B Basic Round neck sweater Tommy";B2B-BRNSWNA07;1;"Back To Basics";"test category";B2B-BRNSWNA07;"B2B Basic Round neck sweater Tommy navy 4XL";"50% cotton, 50% polyester";6,10E+12;"ISO 15797";1;5.00;8.00;4XL;navy;"Basic round neck sweater Tommy navy 4XL";"Basic round neck sweater Tommy navy 4XL";"Deze ronde hals sweater combineert comfort en stijl. De binnenkant is voorzien van geborstelde fleece voor extra warmte en een heerlijk zacht gevoel. Ribboorden zorgen voor een perfecte pasvorm. Ideaal voor zowel alledaagse activiteiten, als relatiegeschenk of als werkkleding.<br/><br/>- Dubbel gestikte naden, nektape ter versteviging en 40°C wasbaar.<br/>- Geborstelde fleece aan de binnenkant voor meer draagcomfort, set-in mouwen, brede ribgebreide boorden. Ribkraag.<br/>- Duurzame 260-grams ronde hals sweater, vervaardigd uit 50% katoen en 50% polyester. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor promotie- werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_BRNSW_NAVY_FRONT.JPG;https://tghimages.nl/B2B_BRNSW_BLACK_FRONT.JPG
