model;model_name;sku;status;brand;category;article_number;article_name;material;ean;safety_standard;qty;buying_price;price;size;color;name_en;short_desc_en;full_description_en;image;model_image
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLRE08;1;"Back To Basics";"test category";B2B-TS160SLRE08;"B2B Ladies Stretch T-shirt Gina red 5XL";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;66.00;5XL;red;"Ladies Stretch T-shirt Gina red 5XL";"Ladies Stretch T-shirt Gina red 5XL";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_RED_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLWH00;1;"Back To Basics";"test category";B2B-TS160SLWH00;"B2B Ladies Stretch T-shirt Gina white XS";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;66.00;XS;white;"Ladies Stretch T-shirt Gina white XS";"Ladies Stretch T-shirt Gina white XS";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLWH01;1;"Back To Basics";"test category";B2B-TS160SLWH01;"B2B Ladies Stretch T-shirt Gina white S";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;66.00;S;white;"Ladies Stretch T-shirt Gina white S";"Ladies Stretch T-shirt Gina white S";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLWH02;1;"Back To Basics";"test category";B2B-TS160SLWH02;"B2B Ladies Stretch T-shirt Gina white M";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;66.00;M;white;"Ladies Stretch T-shirt Gina white M";"Ladies Stretch T-shirt Gina white M";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLWH03;1;"Back To Basics";"test category";B2B-TS160SLWH03;"B2B Ladies Stretch T-shirt Gina white L";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;66.00;L;white;"Ladies Stretch T-shirt Gina white L";"Ladies Stretch T-shirt Gina white L";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLWH04;1;"Back To Basics";"test category";B2B-TS160SLWH04;"B2B Ladies Stretch T-shirt Gina white XL";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;66.00;XL;white;"Ladies Stretch T-shirt Gina white XL";"Ladies Stretch T-shirt Gina white XL";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLWH05;1;"Back To Basics";"test category";B2B-TS160SLWH05;"B2B Ladies Stretch T-shirt Gina white XXL";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;66.00;XXL;white;"Ladies Stretch T-shirt Gina white XXL";"Ladies Stretch T-shirt Gina white XXL";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLWH06;1;"Back To Basics";"test category";B2B-TS160SLWH06;"B2B Ladies Stretch T-shirt Gina white 3XL";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;67.00;3XL;white;"Ladies Stretch T-shirt Gina white 3XL";"Ladies Stretch T-shirt Gina white 3XL";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLWH07;1;"Back To Basics";"test category";B2B-TS160SLWH07;"B2B Ladies Stretch T-shirt Gina white 4XL";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;67.00;4XL;white;"Ladies Stretch T-shirt Gina white 4XL";"Ladies Stretch T-shirt Gina white 4XL";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS160SL;"B2B Ladies Stretch T-shirt Gina";B2B-TS160SLWH08;1;"Back To Basics";"test category";B2B-TS160SLWH08;"B2B Ladies Stretch T-shirt Gina white 5XL";"95% cotton, 5% elastane";6,10E+12;"ISO 15797";1;43.00;67.00;5XL;white;"Ladies Stretch T-shirt Gina white 5XL";"Ladies Stretch T-shirt Gina white 5XL";"Dit T-shirt van 95% voorgekrompen jersey katoen en 5% elastaan behoudt zijn pasvorm, zelfs na meerdere wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Laag uitgesneden, maar deftige strakke kraag. <br/>- Duurzaam 160-grams T-shirt, vervaardigd uit 95% voorgekrompen katoen en 5% elastaan. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 5XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS160SL_WHITE_FRONT.JPG;https://tghimages.nl/B2B_TS160SL_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN00;1;"Back To Basics";"test category";B2B-TS180AN00;"B2B Cotton T-shirt Manuel anthracite XS";"100% cotton";6,10E+12;"ISO 15797";1;43.00;67.00;XS;anthracite;"Cotton T-shirt Manuel anthracite XS";"Cotton T-shirt Manuel anthracite XS";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN01;1;"Back To Basics";"test category";B2B-TS180AN01;"B2B Cotton T-shirt Manuel anthracite S";"100% cotton";6,10E+12;"ISO 15797";1;43.00;67.00;S;anthracite;"Cotton T-shirt Manuel anthracite S";"Cotton T-shirt Manuel anthracite S";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN02;1;"Back To Basics";"test category";B2B-TS180AN02;"B2B Cotton T-shirt Manuel anthracite M";"100% cotton";6,10E+12;"ISO 15797";1;43.00;67.00;M;anthracite;"Cotton T-shirt Manuel anthracite M";"Cotton T-shirt Manuel anthracite M";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN03;1;"Back To Basics";"test category";B2B-TS180AN03;"B2B Cotton T-shirt Manuel anthracite L";"100% cotton";6,10E+12;"ISO 15797";1;43.00;67.00;L;anthracite;"Cotton T-shirt Manuel anthracite L";"Cotton T-shirt Manuel anthracite L";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN04;1;"Back To Basics";"test category";B2B-TS180AN04;"B2B Cotton T-shirt Manuel anthracite XL";"100% cotton";6,10E+12;"ISO 15797";1;44.00;67.00;XL;anthracite;"Cotton T-shirt Manuel anthracite XL";"Cotton T-shirt Manuel anthracite XL";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN05;1;"Back To Basics";"test category";B2B-TS180AN05;"B2B Cotton T-shirt Manuel anthracite XXL";"100% cotton";6,10E+12;"ISO 15797";1;44.00;67.00;XXL;anthracite;"Cotton T-shirt Manuel anthracite XXL";"Cotton T-shirt Manuel anthracite XXL";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN06;1;"Back To Basics";"test category";B2B-TS180AN06;"B2B Cotton T-shirt Manuel anthracite 3XL";"100% cotton";6,10E+12;"ISO 15797";1;44.00;67.00;3XL;anthracite;"Cotton T-shirt Manuel anthracite 3XL";"Cotton T-shirt Manuel anthracite 3XL";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN07;1;"Back To Basics";"test category";B2B-TS180AN07;"B2B Cotton T-shirt Manuel anthracite 4XL";"100% cotton";6,10E+12;"ISO 15797";1;44.00;68.00;4XL;anthracite;"Cotton T-shirt Manuel anthracite 4XL";"Cotton T-shirt Manuel anthracite 4XL";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN08;1;"Back To Basics";"test category";B2B-TS180AN08;"B2B Cotton T-shirt Manuel anthracite 5XL";"100% cotton";6,10E+12;"ISO 15797";1;44.00;68.00;5XL;anthracite;"Cotton T-shirt Manuel anthracite 5XL";"Cotton T-shirt Manuel anthracite 5XL";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
W-201-B2B-TS180;"B2B Cotton T-shirt Manuel";B2B-TS180AN09;1;"Back To Basics";"test category";B2B-TS180AN09;"B2B Cotton T-shirt Manuel anthracite 6XL";"100% cotton";6,10E+12;"ISO 15797";1;44.00;68.00;6XL;anthracite;"Cotton T-shirt Manuel anthracite 6XL";"Cotton T-shirt Manuel anthracite 6XL";"Dit T-shirt van 100% voorgekrompen katoen behoudt zijn pasvorm, zelfs na vele wasbeurten. Het zachte, ademende materiaal biedt ultiem comfort. Dubbel gestikte naden zorgen voor extra duurzaamheid, ideaal voor 
intensief gebruik.<br/><br/>- Dubbel gestikte naden, gekleurde nektape ter versteviging en 60°C wasbaar.<br/>- Set-in mouwen, zijnaden.<br/>- Iets langer dan gemiddeld<br/>- Duurzaam 180-grams T-shirt, vervaardigd uit 100% voorgekrompen katoen. <br/>- Neutraal, enkel maatlabel aanwezig, dus uitermate geschikt voor rebranding. <br/>- Hangtag en polybags met barcode.<br/>- Geschikt voor werk- & casual vrijetijdskleding.<br/>- Beschikbaar van maat XS t/m 7XL.<br/><br/>Ook mogelijk in uw gewenste PMS-kleur aan dezelfde prijs, minimaal 300 stuks door de maten heen.";https://tghimages.nl/B2B_TS180_ANTHRACITE_FRONT.JPG;https://tghimages.nl/B2B_TS180_BLACK_FRONT.JPG
